1	-0.05828
1	0.6839
1	1.464
1	-0.8036
1	-0.8761
1	-0.5902
1	-0.0224
1	0.553
1	-0.8883
1	0.4239
1	1.101
1	0.5669
1	0.007476
1	5.706
1	9.582
1	-0.628
1	-1.094
1	0.7395
1	2.426
1	-0.5327
1	-0.06527
1	2.436
1	-1.063
1	0.003882
1	-2.51
1	-0.2185
1	0.1681
1	-0.8537
1	-0.5634
1	-1.693
1	0.1986
1	-2.782
1	-1.142
1	0.5451
1	-0.8693
1	0.2298
1	-0.4825
1	-0.8121
1	0.8121
1	1.037
1	-0.2878
1	-0.7117
1	1.13
1	0.8231
1	-0.5682
1	-2.494
1	-0.9847
1	1.522
1	0.7809
1	0.4497
1	0.06859
1	-0.0997
1	0.207
1	-0.8554
1	0.3213
1	1.536
1	0.1364
1	0.8823
1	3.01
1	-2.745
1	1.21
1	0.1015
1	0.4404
1	-0.09079
1	1.395
1	1.486
1	-0.6792
1	-0.002801
1	-0.03976
1	-0.3145
1	-0.04964
1	-1.407
1	0.9748
1	1.248
1	-2.182
1	-0.9642
1	0.4105
1	-0.02917
1	0.124
1	-1.753
1	2.051
1	0.1458
1	-0.6383
1	-0.4946
1	-0.4167
1	0.2672
1	-0.3922
1	1.433
1	-1.042
1	0.4647
1	1.502
1	-0.3236
1	0.9507
1	0.06621
1	0.3141
1	1.285
1	-0.7899
1	-1.671
1	-1.064
1	1.904
